DAT,Mean integral radiation,avg_radiation,Mean temperature,Integral temperature (week),plant height,growth length,leaf number,leaf length,leaf width,flower node,fruit node,no,daily produce (kg),daily sales,daily produce (plant/g),month,week
114,1311.0,1286.8,20.6,124.5,160.5,7.7,15.3,22.3,11.4,17.3,16.5,2021_5,2895.0,7183048.0,54.06162465,11,16.0
121,850.0,1002.6,19.7,139.9,165.7,5.3,16.3,20.7,10.7,18.3,17.7,2021_5,1505.0,3617493.0,28.10457516,11,17.0
128,1168.0,1052.0,20.6,141.4,169.4,3.6,17.2,20.6,10.9,19.3,18.2,2021_5,0.0,0.0,0.0,11,18.0
135,987.0,968.3,20.3,141.5,173.5,4.1,18.0,19.7,10.4,20.2,19.0,2021_5,5200.0,10388105.0,97.10550887,11,19.0
143,1128.0,906.9,20.8,162.6,177.3,3.9,18.7,18.6,9.6,20.8,20.8,2021_5,5970.0,12192605.0,111.48459383,12,20.0
149,1057.0,915.8,21.1,123.3,180.7,3.4,19.7,18.3,10.0,21.8,21.4,2021_5,7630.0,15225081.0,142.4836601,12,21.0
156,729.0,898.1,20.4,144.9,185.0,4.3,20.2,18.1,10.0,22.3,22.2,2021_5,3660.0,12325902.0,68.34733894,12,22.0
163,1046.0,867.7,20.9,141.7,190.1,5.1,21.0,17.6,9.8,23.2,22.3,2021_5,11750.0,44591140.0,219.42110176,12,23.0
170,731.0,987.4,19.3,140.0,195.1,5.0,21.3,18.3,10.4,23.7,23.8,2021_5,5565.0,20508500.0,103.9215686,12,24.0
176,947.0,1016.7,19.6,116.1,197.9,2.8,21.7,18.5,10.4,24.3,24.4,2021_5,10400.0,41131602.0,194.2110177,1,25.0
182,940.0,956.3,20.5,119.3,203.9,6.0,22.2,19.3,10.4,24.8,23.3,2021_5,0.0,0.0,0.0,1,26.0
189,1141.0,1076.6,20.3,140.3,207.5,3.6,19.0,19.0,10.2,25.7,22.5,2021_5,3925.0,18543244.0,73.29598506,1,27.0
196,429.0,1067.1,18.8,143.7,212.4,4.9,20.0,17.7,9.7,26.7,25.7,2021_5,2360.0,10249374.0,44.07096172,1,28.0
210,972.0,1153.9,20.1,286.2,223.8,11.4,20.8,17.8,10.2,27.8,27.8,2021_5,4820.0,22721812.0,90.00933706,2,30.0
217,1006.0,1282.1,20.0,146.1,230.8,7.0,21.5,18.0,10.2,28.7,27.8,2021_5,3960.0,17444026.0,73.94957983,2,31.0
224,1678.0,1404.6,20.4,140.6,236.5,5.7,22.3,18.5,10.0,29.5,28.5,2021_5,9875.0,44840764.0,184.40709614000002,2,32.0
231,1449.0,1677.4,21.5,145.3,243.5,6.9,22.8,18.6,10.0,30.3,29.3,2021_5,2705.0,12018964.0,50.51353875,2,33.0
239,1895.0,1647.3,21.2,169.4,252.0,8.5,23.0,18.5,10.7,31.7,30.5,2021_5,14400.0,58187409.0,268.90756307,3,34.0
246,1966.0,1209.1,21.5,144.4,256.6,4.6,23.5,18.6,10.7,32.3,32.2,2021_5,6440.0,21025671.0,120.26143791000001,3,35.0
252,1703.0,1226.8,21.1,122.5,261.0,4.4,23.8,19.2,10.4,33.0,32.5,2021_5,3885.0,10900669.0,72.54901961,3,36.0
262,1153.0,1749.1,21.1,217.1,266.9,6.0,24.8,19.4,10.9,34.0,32.8,2021_5,6465.0,19644408.0,120.72829132,3,37.0
268,2287.0,2030.2,22.7,131.2,272.5,5.5,25.3,18.0,10.1,34.5,33.6,2021_5,7725.0,22690496.0,144.25770308,4,38.0
276,978.0,2022.4,20.1,177.3,279.4,6.9,25.5,19.4,11.0,34.8,35.3,2021_5,10895.0,31964903.0,203.45471523999998,4,39.0
283,605.0,2189.0,19.8,154.2,290.1,10.7,26.8,18.6,11.2,36.2,36.6,2021_5,8880.0,24948049.0,165.82633049,4,40.0
289,2332.0,1642.7,22.7,133.3,295.9,5.8,27.8,17.1,9.9,37.2,37.8,2021_5,8025.0,21959685.0,149.85994398,4,41.0
296,2861.0,2168.7,22.5,155.0,301.9,5.9,28.8,18.7,10.2,38.3,37.7,2021_5,4135.0,11456589.0,77.21755368999999,5,42.0
304,1472.0,2477.4,22.3,177.9,310.9,9.1,29.8,18.0,9.8,39.3,38.3,2021_5,1145.0,4068796.0,21.38188609,5,43.0
311,2142.0,2306.4,22.5,155.8,318.2,7.3,30.5,18.2,10.1,40.2,39.2,2021_5,8050.0,29902430.0,150.32679743,5,44.0
319,3009.0,2562.4,23.3,185.6,322.7,4.6,31.2,17.8,10.1,40.8,38.5,2021_5,14360.0,35202304.0,268.16059756,5,46.0
326,2829.0,2716.7,23.8,164.5,327.1,4.3,32.0,18.1,10.6,41.7,37.7,2021_5,6070.0,12162973.0,113.35200747,6,47.0
